CNES - Recursos Físicos - Hospitalar - Leitos Complementares - Brasil
Quantidade Não SUS por Município e Ano/mês compet.
Leitos complementares: UTI adulto II COVID-19
Período:2020-2022
"Município";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"2021/Abr";"2021/Mai";"2021/Jun";"2021/Jul";"2021/Ago";"2021/Set";"2021/Out";"2021/Nov";"2021/Dez";"2022/Jan";"2022/Fev";"2022/Mar";"2022/Abr";"2022/Mai";"2022/Jun";"2022/Jul";"2022/Ago";"2022/Set";"2022/Out";"2022/Nov"
"320150 COLATINA";-;39;-;-;21;21;50;40;23;49;37;10;-;11;-;-;-;-;-;-;16;19;3;3;14;-;-;-;-;-;-;-;-
"320230 GUACUI";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;10;10;-;-;-;-;-;-;-
"320280 ITAPEMIRIM";-;20;20;20;-;-;-;20;20;-;-;-;30;10;-;-;-;-;-;-;-;-;-;-;10;10;10;-;-;-;-;-;-
"320320 LINHARES";-;8;-;20;-;-;8;8;20;8;8;8;-;46;4;4;4;4;4;4;4;4;4;-;70;20;-;-;-;-;-;-;-
"320460 SANTA TERESA";-;10;-;-;-;-;10;10;10;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-
"320480 SAO JOSE DO CALCADO";-;-;-;9;9;9;9;9;9;9;11;11;17;17;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-
"320490 SAO MATEUS";8;20;40;32;-;-;-;40;20;8;8;-;20;-;-;-;-;-;-;-;-;2;-;-;10;-;-;-;-;-;-;-;-
"320500 SERRA";39;193;184;197;-;-;-;34;17;47;97;23;21;70;54;54;54;40;40;40;112;128;128;128;258;258;-;-;-;-;-;-;-
"320520 VILA VELHA";-;30;70;95;10;10;-;55;54;43;43;28;41;45;45;15;15;15;15;15;1;1;1;1;60;60;-;-;-;-;-;-;-
"320530 VITORIA";-;5;10;17;7;7;7;7;7;8;8;23;61;2;2;2;2;2;2;2;30;30;-;-;10;10;-;-;-;-;-;-;-
"330010 ANGRA DOS REIS";-;40;40;40;40;30;30;20;25;35;25;25;35;10;10;10;-;-;-;-;-;-;-;-;25;25;25;20;-;-;-;-;-
"330020 ARARUAMA";-;-;6;-;-;-;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;-;-;-;-;-;-
"330040 BARRA MANSA";-;-;4;4;4;4;4;4;4;14;7;7;14;14;14;14;14;14;4;4;4;4;4;4;14;14;14;-;-;-;-;-;-
"330045 BELFORD ROXO";-;-;-;25;46;46;46;46;46;48;48;27;27;27;27;27;27;27;27;27;27;27;27;27;48;48;48;-;-;-;-;-;-
"330060 BOM JESUS DO ITABAPOANA";-;12;22;10;-;-;-;22;32;18;18;18;5;15;20;20;20;15;15;15;15;15;15;15;55;55;55;-;-;-;-;-;-
"330070 CABO FRIO";-;-;-;-;-;3;3;3;3;3;3;3;3;16;16;16;16;16;16;16;16;16;11;11;11;11;11;-;-;-;-;-;-
"330093 CARAPEBUS";-;-;5;-;-;-;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-
"330100 CAMPOS DOS GOYTACAZES";-;-;-;-;-;6;-;12;12;12;49;49;83;54;34;34;24;24;24;24;24;24;24;24;61;61;61;-;-;-;-;-;-
"330120 CARMO";-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330140 CONCEICAO DE MACABU";-;-;11;11;11;11;11;11;11;11;11;11;11;1;1;1;1;1;1;1;1;1;1;1;11;11;11;-;-;-;-;-;-
"330150 CORDEIRO";-;-;-;10;10;10;10;10;10;-;-;-;10;10;10;-;-;-;-;-;-;-;-;-;10;10;10;-;-;-;-;-;-
"330170 DUQUE DE CAXIAS";117;123;84;101;84;190;190;190;162;56;56;56;106;56;56;56;56;69;69;69;69;69;69;69;175;75;75;-;-;-;-;-;-
"330185 GUAPIMIRIM";-;-;-;-;-;-;-;-;-;10;10;10;10;10;-;-;-;-;-;-;-;-;-;-;10;10;10;-;-;-;-;-;-
"330190 ITABORAI";8;38;30;30;30;30;30;30;30;30;60;60;60;70;66;58;58;58;58;18;18;18;18;18;13;13;13;-;-;-;-;-;-
"330200 ITAGUAI";-;-;-;-;-;-;5;5;5;5;5;5;15;15;-;-;-;-;-;-;-;-;10;10;-;-;-;-;-;-;-;-;-
"330210 ITAOCARA";-;7;-;-;-;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;3;3;3;3;-;-;-;-;-;-
"330220 ITAPERUNA";-;-;-;-;-;10;-;-;-;-;-;-;-;4;-;-;6;6;6;6;6;6;6;6;6;6;6;-;-;-;-;-;-
"330227 JAPERI";-;-;-;-;-;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;-;-;-;-;-;-
"330240 MACAE";-;-;22;22;30;-;-;-;8;30;30;30;19;19;-;-;-;-;8;8;8;8;8;8;41;8;8;-;-;-;-;-;-
"330250 MAGE";15;15;15;-;-;15;30;30;30;15;10;10;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;-;-;-;-;-;-
"330260 MANGARATIBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-
"330270 MARICA";-;-;10;10;10;20;20;20;40;40;20;20;5;15;15;15;15;15;15;15;15;15;25;8;33;33;33;-;-;-;-;-;-
"330290 MIGUEL PEREIRA";-;-;-;-;-;-;-;-;10;-;-;-;10;10;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-
"330300 MIRACEMA";-;6;6;-;-;6;6;-;6;-;-;-;10;-;-;-;6;6;-;-;-;-;-;-;6;6;6;-;-;-;-;-;-
"330330 NITEROI";15;158;5;-;-;13;28;18;18;28;28;28;18;18;15;10;20;20;20;20;20;20;48;48;43;43;38;-;-;-;-;-;-
"330340 NOVA FRIBURGO";-;10;-;-;10;20;20;20;20;50;50;20;10;10;10;10;-;-;-;-;-;-;-;-;20;20;20;-;-;-;-;-;-
"330350 NOVA IGUACU";-;20;20;-;-;-;20;20;20;21;21;21;40;100;100;40;40;40;20;20;20;20;80;80;80;80;20;-;-;-;-;-;-
"330370 PARAIBA DO SUL";3;3;8;8;8;8;8;8;8;10;10;2;2;2;2;2;2;2;2;2;2;2;2;2;-;-;-;-;-;-;-;-;-
"330390 PETROPOLIS";110;85;45;45;45;123;133;88;88;37;37;37;59;68;67;28;25;15;15;15;15;45;55;55;70;70;70;70;-;-;-;-;-
"330400 PIRAI";-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330414 QUEIMADOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330415 QUISSAMA";-;15;10;10;-;10;10;10;10;5;5;5;12;7;7;7;7;-;-;-;-;-;-;-;10;10;10;-;-;-;-;-;-
"330430 RIO BONITO";-;10;-;-;-;10;10;10;10;-;-;-;10;10;10;5;5;10;10;10;-;-;-;-;10;10;10;-;-;-;-;-;-
"330440 RIO CLARO";-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330452 RIO DAS OSTRAS";-;-;-;8;8;8;8;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;-;-;-;-;-;-
"330455 RIO DE JANEIRO";373;708;671;763;689;753;774;835;784;487;469;324;562;610;172;145;157;187;191;128;108;94;171;161;384;254;244;20;20;20;20;20;20
"330480 SAO FIDELIS";-;-;-;-;-;-;-;-;-;-;-;-;10;10;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-
"330490 SAO GONCALO";30;93;123;193;150;150;153;163;147;147;27;27;21;30;35;16;16;16;16;16;16;16;32;32;-;-;-;-;-;-;-;-;-
"330500 SAO JOAO DA BARRA";-;10;10;10;10;10;10;10;10;10;10;10;10;10;18;18;18;18;18;18;18;18;-;18;18;-;-;-;-;-;-;-;-
"330510 SAO JOAO DE MERITI";-;-;38;-;-;-;28;28;38;30;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330530 SAO SEBASTIAO DO ALTO";-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;5;5;5;-;-;-;-;-;-
"330540 SAPUCAIA";-;5;5;10;10;5;5;5;10;10;5;5;5;5;5;5;5;5;5;5;5;5;5;5;10;10;10;-;-;-;-;-;-
"330550 SAQUAREMA";-;6;6;-;-;-;6;6;6;6;6;6;6;6;6;6;14;14;14;14;14;14;14;14;14;14;14;-;-;-;-;-;-
"330555 SEROPEDICA";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330580 TERESOPOLIS";30;16;16;2;2;2;8;8;16;15;15;17;3;3;3;3;3;3;13;13;13;13;13;13;26;15;15;-;-;-;-;-;-
"330600 TRES RIOS";-;-;-;-;-;8;8;8;8;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330610 VALENCA";-;-;-;-;-;-;-;10;10;10;10;-;10;10;-;-;-;10;10;10;-;-;-;-;10;10;10;-;-;-;-;-;-
"330620 VASSOURAS";-;-;-;-;-;-;-;-;31;50;50;24;24;34;14;14;14;14;14;14;14;14;14;14;64;64;64;-;-;-;-;-;-
"330630 VOLTA REDONDA";199;169;50;50;10;29;59;59;29;49;159;156;56;56;56;56;10;10;10;10;10;-;160;14;34;10;10;-;-;-;-;-;-
"350010 ADAMANTINA";-;-;5;5;5;5;5;5;5;5;5;-;-;1;1;1;1;1;1;1;1;1;1;1;10;10;10;-;-;-;-;-;-
"350160 AMERICANA";-;-;-;5;5;5;15;15;15;15;15;5;5;10;10;10;10;-;-;-;-;10;10;10;-;-;-;-;-;-;-;-;-
"350170 AMERICO BRASILIENSE";-;-;-;-;-;10;10;-;-;-;-;-;20;-;-;-;-;-;10;10;10;-;10;5;5;-;-;-;-;-;-;-;-
"350190 AMPARO";-;6;14;14;14;6;6;6;6;6;16;18;18;18;18;7;7;7;7;7;7;7;7;7;6;6;6;-;-;-;-;-;-
"350210 ANDRADINA";-;-;-;5;10;10;10;10;10;-;-;-;-;8;10;10;20;20;-;-;-;-;-;-;10;10;10;-;-;-;-;-;-
"350250 APARECIDA";-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;10;10;10;10;10;-;-;-;-;-;-
"350280 ARACATUBA";-;-;9;19;25;6;6;6;11;5;5;19;10;-;-;-;-;-;-;-;-;-;-;-;20;20;20;-;-;-;-;-;-
"350320 ARARAQUARA";20;20;20;30;10;19;9;9;9;9;9;9;9;9;9;9;9;9;9;19;19;19;19;9;-;-;-;-;-;-;-;-;-
"350330 ARARAS";-;-;-;5;11;6;6;6;-;-;-;15;-;-;-;-;-;-;-;-;-;-;5;-;5;5;5;-;-;-;-;-;-
"350380 ARTUR NOGUEIRA";-;-;-;8;8;8;8;8;8;8;8;8;8;3;4;14;14;14;14;14;-;-;-;-;-;-;-;-;-;-;-;-;-
"350390 ARUJA";-;-;10;10;-;-;-;10;5;10;10;10;10;10;-;-;-;-;-;-;-;-;-;-;10;10;10;-;-;-;-;-;-
"350400 ASSIS";-;11;11;11;16;16;16;6;6;6;16;4;4;-;-;-;-;-;-;-;10;10;20;10;20;20;20;-;-;-;-;-;-
"350450 AVARE";-;-;-;10;10;10;10;10;-;-;-;-;-;-;1;5;5;5;5;5;5;10;-;-;10;10;10;-;-;-;-;-;-
"350550 BARRETOS";-;36;-;16;-;-;36;36;39;39;39;16;16;10;10;-;-;-;-;-;36;36;52;52;52;52;52;52;52;52;52;52;52
"350570 BARUERI";-;10;65;65;65;53;5;5;5;53;33;53;53;5;5;5;5;5;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-
"350580 BASTOS";-;5;5;5;5;5;-;-;-;5;5;5;5;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350590 BATATAIS";1;5;5;5;7;7;-;-;7;7;7;7;10;3;1;1;1;1;1;1;1;10;10;10;10;10;10;-;-;-;-;-;-
"350600 BAURU";-;9;-;-;-;27;-;-;-;-;-;-;-;10;10;10;-;10;10;10;10;40;40;40;10;10;10;-;-;-;-;-;-
"350610 BEBEDOURO";-;-;-;-;-;20;20;20;20;20;20;20;20;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350635 BERTIOGA";10;10;-;-;-;-;10;10;10;5;5;5;10;5;5;-;-;-;-;-;5;5;5;-;5;-;-;-;-;-;-;-;-
"350650 BIRIGUI";-;-;-;10;10;10;10;10;-;-;-;-;10;10;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-
"350660 BIRITIBA-MIRIM";-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350750 BOTUCATU";-;10;-;-;-;-;30;30;6;6;30;10;-;-;11;11;11;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350760 BRAGANCA PAULISTA";10;29;-;-;-;-;20;20;20;10;10;10;16;19;10;10;10;10;10;10;19;19;19;19;20;20;10;-;-;-;-;-;-
"350850 CACAPAVA";-;5;5;5;5;4;4;4;4;4;4;5;-;-;-;-;-;-;-;-;-;-;-;-;5;5;5;-;-;-;-;-;-
"350900 CAIEIRAS";-;-;2;5;5;5;5;5;5;-;-;-;-;-;-;-;-;-;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-
"350940 CAJURU";-;-;-;-;-;-;-;-;-;-;-;6;-;-;3;-;-;-;-;-;-;-;1;1;9;9;-;-;-;-;-;-;-
"350950 CAMPINAS";50;35;13;60;67;163;175;145;130;148;168;115;106;141;113;112;100;81;72;72;91;156;141;131;197;142;142;-;-;-;-;-;-
"350960 CAMPO LIMPO PAULISTA";-;-;-;-;-;-;-;-;-;-;-;10;10;10;10;-;-;-;-;-;10;10;10;10;10;10;10;-;-;-;-;-;-
"350970 CAMPOS DO JORDAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;14;-;-;-;-;-;-;-;-;-;-;-;-;-
"351020 CAPAO BONITO";-;5;5;5;5;-;-;-;5;5;5;5;5;10;10;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-
"351040 CAPIVARI";-;10;10;10;10;10;10;10;4;4;4;4;4;4;4;11;11;4;4;4;4;4;4;4;11;11;11;-;-;-;-;-;-
"351050 CARAGUATATUBA";37;37;37;37;20;10;10;17;10;10;10;25;3;12;2;2;2;2;2;2;7;2;13;13;-;-;-;-;-;-;-;-;-
"351060 CARAPICUIBA";-;3;3;3;3;3;-;-;-;-;-;-;20;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351080 CASA BRANCA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;30;30;30;10;10;10;10;-;-;-;-;-;-;-;-;-
"351110 CATANDUVA";20;20;20;20;14;16;16;21;23;17;17;14;61;33;33;33;33;25;25;25;25;50;15;15;15;15;10;-;-;-;-;-;-
"351200 COLINA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;-;-;-;-;-;-;-;-;-
"351280 COSMOPOLIS";-;5;5;3;3;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-;-;-;-;-;5;5;5;-;-;-;-;-;-
"351300 COTIA";-;16;6;7;-;-;-;20;20;20;20;10;20;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351340 CRUZEIRO";-;-;10;10;10;-;-;10;-;-;-;16;16;-;2;2;2;2;2;2;2;2;18;18;28;28;28;28;-;-;-;-;-
"351350 CUBATAO";10;10;24;24;14;-;4;14;24;14;14;14;8;8;8;8;8;4;4;4;4;9;3;3;8;8;8;-;-;-;-;-;-
"351380 DIADEMA";-;20;-;-;-;-;20;20;20;5;5;5;30;-;-;-;-;-;-;-;-;-;10;10;20;20;10;-;-;-;-;-;-
"351440 DRACENA";-;10;10;-;-;10;10;10;10;-;-;-;10;-;-;-;-;-;-;-;-;-;10;-;10;-;-;-;-;-;-;-;-
"351500 EMBU DAS ARTES";-;5;-;-;-;-;5;5;5;5;5;10;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351518 ESPIRITO SANTO DO PINHAL";10;10;10;10;10;-;-;-;5;5;5;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351550 FERNANDOPOLIS";4;6;6;6;-;4;-;-;-;-;-;6;9;5;5;5;9;-;-;-;-;-;10;10;10;10;-;-;-;-;-;-;-
"351570 FERRAZ DE VASCONCELOS";-;10;10;10;10;16;16;16;16;16;16;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351620 FRANCA";-;10;10;10;17;-;-;-;7;16;16;45;-;22;7;23;7;7;-;-;26;33;-;-;13;13;-;-;-;-;-;-;-
"351630 FRANCISCO MORATO";-;-;-;-;-;-;-;-;-;-;-;10;10;5;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-
"351640 FRANCO DA ROCHA";-;17;27;33;33;33;33;33;33;33;33;27;47;10;-;-;-;-;10;37;37;27;27;27;27;27;27;-;-;-;-;-;-
"351670 GARCA";-;-;-;-;-;-;-;-;-;-;6;6;-;-;-;-;-;-;-;-;-;5;5;5;10;10;10;-;-;-;-;-;-
"351740 GUAIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;-;-;-;-;10;10;10;10;10;-;-;-;-;-;-
"351830 GUARAREMA";-;2;2;2;2;2;2;2;2;2;2;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351840 GUARATINGUETA";-;18;18;18;18;37;37;37;12;12;12;22;22;22;22;22;22;22;18;18;18;18;28;28;12;12;12;12;-;-;-;-;-
"351870 GUARUJA";-;-;20;20;20;30;40;30;30;30;40;33;33;20;20;20;20;20;20;20;20;20;-;-;-;-;-;-;-;-;-;-;-
"351880 GUARULHOS";13;56;34;77;37;40;50;90;81;41;71;86;123;89;60;60;51;51;71;51;11;11;27;5;14;14;2;-;-;-;-;-;-
"351907 HORTOLANDIA";-;20;10;10;-;10;10;10;10;10;10;10;3;3;3;3;3;3;3;3;3;3;10;10;10;10;10;-;-;-;-;-;-
"351930 IBATE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351960 IBITINGA";-;-;-;-;-;-;-;-;-;-;5;5;-;-;-;-;-;-;-;-;-;-;-;-;5;5;5;-;-;-;-;-;-
"352010 IGARAPAVA";-;-;-;-;-;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;10;10;10;10;10;10;-;-;-;-;-;-
"352040 ILHABELA";6;6;6;6;6;6;6;5;5;5;5;5;5;6;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352044 ILHA SOLTEIRA";-;10;10;10;10;10;10;6;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;6;6;-;-;-;-;-;-
"352050 INDAIATUBA";-;-;18;24;24;24;24;24;14;4;4;4;14;4;18;30;18;18;18;18;4;4;4;4;2;2;2;-;-;-;-;-;-
"352130 IPUA";-;-;-;-;-;10;10;10;10;10;15;15;16;16;16;1;16;1;1;1;6;6;16;11;11;11;-;-;-;-;-;-;-
"352210 ITANHAEM";10;10;20;20;20;-;-;-;20;20;10;2;12;-;-;-;-;-;-;-;-;-;8;8;-;-;-;-;-;-;-;-;-
"352220 ITAPECERICA DA SERRA";-;17;8;8;8;17;17;9;9;9;9;9;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352230 ITAPETININGA";-;6;6;6;6;10;5;1;1;1;5;6;1;1;1;1;1;1;1;1;1;1;1;1;-;-;-;-;-;-;-;-;-
"352240 ITAPEVA";-;-;-;-;-;-;5;5;5;-;-;12;7;7;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352250 ITAPEVI";-;15;-;-;-;-;15;15;15;-;-;5;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352260 ITAPIRA";-;18;18;20;20;20;5;5;5;13;8;15;-;-;1;1;-;-;6;-;-;-;-;-;10;10;-;-;-;-;-;-;-
"352270 ITAPOLIS";-;-;5;5;5;5;-;-;-;5;5;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352310 ITAQUAQUECETUBA";-;-;-;-;-;-;-;22;22;22;22;22;20;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-
"352340 ITATIBA";-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;13;13;13;13;22;22;22;-;-;-;-;-;-
"352390 ITU";-;-;-;-;6;6;6;6;6;16;16;16;6;6;6;6;6;6;6;6;-;-;-;-;10;-;-;-;-;-;-;-;-
"352400 ITUPEVA";-;15;-;-;9;9;-;-;9;9;9;3;4;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352410 ITUVERAVA";-;-;-;-;13;13;13;13;13;13;13;13;5;5;5;5;-;-;-;-;-;5;5;5;15;15;15;-;-;-;-;-;-
"352430 JABOTICABAL";2;5;5;10;10;-;-;-;-;-;3;3;3;3;-;-;-;-;-;-;8;8;13;13;-;-;-;-;-;-;-;-;-
"352440 JACAREI";-;-;-;-;16;17;12;12;6;6;6;6;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352450 JACI";-;-;-;-;10;10;10;10;10;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352470 JAGUARIUNA";-;6;6;6;18;12;8;8;8;8;8;9;-;-;-;10;10;-;-;-;-;-;-;-;15;15;15;15;-;-;-;-;-
"352480 JALES";6;4;4;5;9;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3;3;10;10;-;-;-;-;-;-;-
"352530 JAU";-;10;10;-;-;-;-;-;-;-;-;9;9;-;10;10;10;10;10;10;10;10;13;13;14;14;-;-;-;-;-;-;-
"352590 JUNDIAI";-;46;-;-;-;-;-;-;64;-;-;-;-;-;-;21;1;-;-;-;-;19;19;-;-;-;-;-;-;-;-;-;-
"352620 JUQUITIBA";-;2;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352640 LARANJAL PAULISTA";-;-;-;-;10;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-
"352670 LEME";-;-;5;5;10;5;-;-;-;10;10;10;10;2;2;2;2;2;2;2;10;10;10;20;20;20;20;-;-;-;-;-;-
"352680 LENCOIS PAULISTA";-;-;-;-;10;-;-;-;10;10;10;10;9;9;-;-;-;-;7;7;2;2;2;2;10;10;-;-;-;-;-;-;-
"352690 LIMEIRA";15;16;15;27;31;17;17;17;10;10;12;12;12;15;2;11;11;2;2;2;2;2;16;16;12;12;2;-;-;-;-;-;-
"352710 LINS";-;2;2;2;2;2;-;-;-;5;5;5;5;5;10;-;-;-;-;-;-;-;11;11;15;15;15;-;-;-;-;-;-
"352720 LORENA";-;3;13;13;13;13;13;13;13;13;18;5;5;6;6;5;5;5;5;7;7;7;15;7;17;17;17;7;7;-;-;-;-
"352730 LOUVEIRA";-;-;3;3;3;3;3;-;-;-;5;5;12;7;1;1;1;1;1;-;-;-;11;11;11;11;-;-;-;-;-;-;-
"352850 MAIRIPORA";-;-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-
"352900 MARILIA";-;49;49;54;57;57;11;11;11;27;43;63;17;21;25;25;25;25;25;23;25;25;25;9;35;35;35;-;-;-;-;-;-
"352930 MATAO";-;5;5;5;8;3;3;3;-;-;8;8;-;5;-;-;5;5;5;5;10;-;-;-;-;-;-;-;-;-;-;-;-
"352940 MAUA";-;-;-;-;-;-;-;-;-;16;16;30;20;10;22;52;32;32;32;32;32;32;32;32;62;62;62;-;-;-;-;-;-
"353010 MIRANDOPOLIS";-;-;-;5;5;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;4;4;4;4;4;-;-;-;-;-;-
"353050 MOCOCA";-;-;-;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-
"353060 MOGI DAS CRUZES";-;16;44;44;-;12;12;12;40;36;36;12;54;-;-;-;11;-;28;-;23;-;23;23;30;10;10;-;-;-;-;-;-
"353070 MOGI GUACU";-;-;-;10;10;20;20;20;15;15;15;20;-;5;10;10;20;10;10;10;15;15;15;15;27;14;14;14;14;-;-;-;-
"353080 MOGI MIRIM";-;2;-;10;10;4;4;4;14;14;14;14;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-
"353130 MONTE ALTO";5;5;7;10;2;2;2;10;5;5;5;8;8;8;8;8;8;8;8;8;8;8;8;8;14;14;14;-;-;-;-;-;-
"353190 MORRO AGUDO";-;-;-;-;-;3;3;3;3;3;3;3;3;5;10;10;-;-;-;-;-;5;5;5;-;-;-;-;-;-;-;-;-
"353350 NOVO HORIZONTE";-;6;6;9;9;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353390 OLIMPIA";-;-;5;10;10;5;-;-;-;5;5;10;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353440 OSASCO";30;20;20;22;2;32;42;52;42;2;12;16;56;26;4;4;4;24;45;4;41;-;-;-;10;10;10;-;-;-;-;-;-
"353460 OSVALDO CRUZ";-;6;6;9;9;6;6;6;6;6;6;4;4;-;-;-;-;-;-;-;-;-;-;-;10;10;10;-;-;-;-;-;-
"353470 OURINHOS";-;10;10;10;10;10;-;-;-;10;5;10;5;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-;-;-;-;-;-
"353550 PARAGUACU PAULISTA";-;5;5;5;5;5;-;-;-;-;5;5;-;-;-;-;-;-;-;-;5;5;5;5;10;10;10;-;-;-;-;-;-
"353580 PARANAPANEMA";-;7;7;7;7;7;7;7;7;7;7;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353620 PARIQUERA-ACU";-;-;10;10;-;5;-;-;5;5;5;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353650 PAULINIA";-;-;10;10;10;10;10;10;10;10;10;10;10;-;4;-;-;-;-;-;-;-;-;-;14;14;14;-;-;-;-;-;-
"353670 PEDERNEIRAS";-;8;8;8;-;-;-;8;8;8;5;8;3;-;-;-;-;-;-;-;4;4;4;4;8;8;-;-;-;-;-;-;-
"353710 PEDREIRA";-;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-;-;-;-;15;15;15;-;-;-;-;-;-
