CNES - Recursos Físicos - Hospitalar - Leitos Complementares - Brasil
Quantidade existente por Município e Ano/mês compet.
Leitos complementares: UTI adulto II COVID-19
Período:2020-2022
"Município";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"2021/Abr";"2021/Mai";"2021/Jun";"2021/Jul";"2021/Ago";"2021/Set";"2021/Out";"2021/Nov";"2021/Dez";"2022/Jan";"2022/Fev";"2022/Mar";"2022/Abr";"2022/Mai";"2022/Jun";"2022/Jul";"2022/Ago";"2022/Set";"2022/Out";"2022/Nov"
"320140 CASTELO";-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320150 COLATINA";-;39;39;39;60;60;60;50;33;59;59;59;59;70;70;70;70;59;70;70;30;30;14;14;14;-;-;-;-;-;-;-;-
"320230 GUACUI";-;-;-;-;8;8;8;8;8;8;8;8;8;22;22;22;22;22;22;22;10;10;10;10;10;10;-;-;-;-;-;-;-
"320280 ITAPEMIRIM";-;20;20;20;20;20;20;20;20;20;20;20;30;30;30;30;30;30;30;30;10;10;10;10;10;10;10;-;-;-;-;-;-
"320320 LINHARES";-;8;8;28;28;28;28;28;28;28;28;28;28;74;74;74;74;74;74;74;74;74;74;70;70;20;-;-;-;-;-;-;-
"320460 SANTA TERESA";-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-
"320480 SAO JOSE DO CALCADO";-;-;-;9;9;9;9;9;9;9;11;11;28;17;28;28;28;28;28;28;28;28;-;-;-;-;-;-;-;-;-;-;-
"320490 SAO MATEUS";8;28;48;40;40;40;40;40;20;18;18;18;28;28;28;28;28;28;28;28;12;12;10;10;10;-;-;-;-;-;-;-;-
"320500 SERRA";39;263;254;267;244;244;244;244;207;240;240;240;260;330;330;330;330;316;316;316;258;258;258;258;258;258;-;-;-;-;-;-;-
"320520 VILA VELHA";-;30;70;95;105;105;95;95;94;108;108;127;163;208;218;218;218;218;218;218;60;60;60;60;60;60;-;-;-;-;-;-;-
"320530 VITORIA";-;5;10;17;22;22;22;22;22;28;28;38;86;86;86;86;86;86;86;86;44;40;10;10;10;10;-;-;-;-;-;-;-
"330010 ANGRA DOS REIS";-;40;40;40;40;30;30;20;25;35;25;25;35;35;35;35;25;25;25;25;25;25;25;25;25;25;25;20;-;-;-;-;-
"330020 ARARUAMA";-;-;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;-;-;-;-;-;-
"330040 BARRA MANSA";-;-;4;4;4;4;4;4;4;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;-;-;-;-;-;-
"330045 BELFORD ROXO";-;-;-;25;46;46;46;46;46;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;-;-;-;-;-;-
"330060 BOM JESUS DO ITABAPOANA";-;12;22;22;22;22;22;22;32;40;40;40;45;55;75;75;75;75;75;75;75;75;75;75;55;55;55;-;-;-;-;-;-
"330070 CABO FRIO";-;-;-;-;-;3;3;3;3;3;3;3;3;16;16;16;16;16;16;16;16;16;11;11;11;11;11;-;-;-;-;-;-
"330093 CARAPEBUS";-;-;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-
"330100 CAMPOS DOS GOYTACAZES";-;-;-;-;12;18;18;18;18;28;65;65;89;89;89;89;89;89;89;89;89;89;89;89;61;61;61;-;-;-;-;-;-
"330120 CARMO";-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330140 CONCEICAO DE MACABU";-;-;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;-;-;-;-;-;-
"330150 CORDEIRO";-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"330170 DUQUE DE CAXIAS";117;123;190;207;190;190;190;190;162;162;162;162;212;162;162;162;162;175;175;175;175;175;175;175;175;75;75;-;-;-;-;-;-
"330185 GUAPIMIRIM";-;-;-;-;-;-;-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"330190 ITABORAI";8;38;43;43;43;30;30;30;30;30;60;60;60;70;83;83;83;83;83;43;43;43;43;43;13;13;13;-;-;-;-;-;-
"330200 ITAGUAI";-;-;-;-;-;-;5;5;5;5;5;5;15;15;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-
"330210 ITAOCARA";-;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;3;3;3;3;-;-;-;-;-;-
"330220 ITAPERUNA";-;-;10;10;10;10;-;-;-;-;-;-;-;4;-;-;6;6;6;6;6;6;6;6;6;6;6;-;-;-;-;-;-
"330227 JAPERI";-;-;-;-;-;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;-;-;-;-;-;-
"330240 MACAE";-;-;22;22;30;30;30;30;30;30;30;30;41;41;41;41;41;41;41;41;41;41;41;41;41;8;8;-;-;-;-;-;-
"330250 MAGE";15;15;15;15;15;30;30;30;30;30;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;-;-;-;-;-;-
"330260 MANGARATIBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-
"330270 MARICA";-;-;20;20;20;20;20;20;40;45;45;45;45;55;55;55;55;55;55;55;55;55;55;38;33;33;33;-;-;-;-;-;-
"330290 MIGUEL PEREIRA";-;-;-;-;-;-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-
"330300 MIRACEMA";-;6;6;6;6;6;6;-;6;6;6;6;10;10;10;10;6;6;6;6;6;6;6;6;6;6;6;-;-;-;-;-;-
"330330 NITEROI";15;168;28;28;28;28;28;28;28;28;28;28;28;28;38;38;48;48;48;48;48;48;48;48;43;43;38;-;-;-;-;-;-
"330340 NOVA FRIBURGO";-;10;10;10;20;20;20;20;20;50;50;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;-;-;-;-;-;-
"330350 NOVA IGUACU";-;20;20;20;20;20;20;20;20;21;21;21;40;100;100;100;100;100;80;80;80;80;80;80;80;80;20;-;-;-;-;-;-
"330370 PARAIBA DO SUL";3;3;8;8;8;8;8;8;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-
"330390 PETROPOLIS";110;85;123;123;116;123;133;88;88;96;96;96;104;126;125;86;70;70;70;70;70;70;70;70;70;70;70;70;-;-;-;-;-
"330400 PIRAI";-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330414 QUEIMADOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330415 QUISSAMA";-;15;15;15;5;10;10;10;10;10;10;10;17;17;17;17;17;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"330430 RIO BONITO";-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;5;5;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"330440 RIO CLARO";-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330452 RIO DAS OSTRAS";-;-;-;8;8;8;8;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;-;-;-;-;-;-
"330455 RIO DE JANEIRO";373;708;816;1004;930;856;774;835;803;842;812;680;719;781;833;833;825;855;859;796;747;733;733;723;384;254;244;20;20;20;20;20;20
"330480 SAO FIDELIS";-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-
"330490 SAO GONCALO";30;93;133;203;160;160;163;163;164;164;44;44;38;54;70;86;86;86;86;86;86;86;86;86;-;-;-;-;-;-;-;-;-
"330500 SAO JOAO DA BARRA";-;10;10;10;10;10;10;10;10;10;10;10;10;10;18;18;18;18;18;18;18;18;-;18;18;-;-;-;-;-;-;-;-
"330510 SAO JOAO DE MERITI";-;-;38;38;38;38;28;28;38;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;-;-;-;-;-;-;-;-;-
"330530 SAO SEBASTIAO DO ALTO";-;-;-;-;-;-;-;-;-;-;-;-;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-
"330540 SAPUCAIA";-;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"330550 SAQUAREMA";-;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;14;14;14;14;14;14;14;14;14;14;14;-;-;-;-;-;-
"330555 SEROPEDICA";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330580 TERESOPOLIS";30;16;16;16;23;23;23;23;23;23;23;25;44;44;44;44;44;44;44;44;44;44;26;26;26;15;15;-;-;-;-;-;-
"330600 TRES RIOS";-;-;8;8;8;8;8;8;8;8;8;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-
"330610 VALENCA";-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;20;20;20;10;10;10;10;10;10;10;-;-;-;-;-;-
"330620 VASSOURAS";-;-;-;-;-;50;50;50;50;50;50;64;64;74;64;64;64;64;64;64;64;64;64;64;64;64;64;-;-;-;-;-;-
"330630 VOLTA REDONDA";199;199;99;99;59;59;59;59;59;49;159;156;196;196;196;196;190;190;190;190;190;180;180;34;34;10;10;-;-;-;-;-;-
"350010 ADAMANTINA";-;-;5;5;5;5;5;5;5;5;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"350160 AMERICANA";-;-;-;15;15;15;15;15;15;15;15;15;15;20;20;20;30;20;20;20;20;20;20;20;-;-;-;-;-;-;-;-;-
"350170 AMERICO BRASILIENSE";-;-;-;-;-;10;10;-;-;-;-;-;20;20;20;20;20;20;20;20;20;10;10;5;5;-;-;-;-;-;-;-;-
"350190 AMPARO";-;6;14;14;14;17;17;17;17;17;27;27;27;27;27;27;27;27;27;27;27;27;27;27;6;6;6;-;-;-;-;-;-
"350210 ANDRADINA";-;-;-;5;10;10;10;10;10;10;10;10;10;18;20;20;30;30;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"350250 APARECIDA";-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"350280 ARACATUBA";-;-;9;19;25;25;25;25;25;25;25;25;35;35;35;35;35;35;35;35;20;20;20;20;20;20;20;-;-;-;-;-;-
"350320 ARARAQUARA";20;20;30;40;20;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;9;-;-;-;-;-;-;-;-;-
"350330 ARARAS";-;-;-;5;11;11;11;11;5;5;5;25;25;25;25;25;25;25;25;25;25;25;25;20;5;5;5;-;-;-;-;-;-
"350380 ARTUR NOGUEIRA";-;-;-;8;8;8;8;8;8;8;8;8;8;8;9;19;19;19;19;19;-;-;-;-;-;-;-;-;-;-;-;-;-
"350390 ARUJA";-;-;10;10;10;10;10;10;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"350400 ASSIS";-;11;11;11;16;16;16;16;16;16;16;20;20;20;20;20;30;30;30;30;30;30;30;20;20;20;20;-;-;-;-;-;-
"350450 AVARE";-;-;-;10;10;10;10;10;10;10;10;10;14;14;15;20;20;20;20;20;20;20;10;10;10;10;10;-;-;-;-;-;-
"350550 BARRETOS";-;36;36;52;52;52;52;52;52;52;52;52;52;62;62;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52
"350570 BARUERI";-;10;65;65;65;53;53;53;53;53;53;53;53;57;57;57;57;57;52;52;52;22;22;22;-;-;-;-;-;-;-;-;-
"350580 BASTOS";-;5;5;5;5;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350590 BATATAIS";1;5;5;5;7;7;7;7;7;7;7;7;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"350600 BAURU";-;9;9;9;9;36;36;36;36;36;36;36;36;46;46;46;46;56;56;56;50;50;40;40;10;10;10;-;-;-;-;-;-
"350610 BEBEDOURO";-;-;-;-;-;20;20;20;20;20;20;20;20;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350635 BERTIOGA";10;10;10;10;10;10;10;10;10;5;10;10;10;10;10;10;10;10;10;10;10;10;10;5;5;-;-;-;-;-;-;-;-
"350650 BIRIGUI";-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-
"350660 BIRITIBA-MIRIM";-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350750 BOTUCATU";-;10;30;30;30;30;30;30;30;30;30;40;40;40;51;51;51;51;40;40;32;32;32;32;-;-;-;-;-;-;-;-;-
"350760 BRAGANCA PAULISTA";10;29;20;20;20;20;33;33;33;26;26;26;56;52;52;52;52;52;52;52;29;29;29;29;20;20;10;-;-;-;-;-;-
"350850 CACAPAVA";-;5;5;5;5;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-
"350900 CAIEIRAS";-;-;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-
"350940 CAJURU";-;-;-;-;-;-;-;-;-;-;-;6;6;6;9;9;9;9;9;9;9;9;9;9;9;9;-;-;-;-;-;-;-
"350950 CAMPINAS";50;143;152;214;214;210;210;180;165;173;183;161;229;258;258;297;297;287;248;248;221;221;202;192;197;142;142;-;-;-;-;-;-
"350960 CAMPO LIMPO PAULISTA";-;-;-;-;-;-;-;-;-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"350970 CAMPOS DO JORDAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;14;-;-;-;-;-;-;-;-;-;-;-;-;-
"351020 CAPAO BONITO";-;5;5;5;5;5;5;5;5;5;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-
"351040 CAPIVARI";-;10;10;10;10;10;10;10;4;4;4;4;4;4;4;11;11;11;11;11;11;11;11;11;11;11;11;-;-;-;-;-;-
"351050 CARAGUATATUBA";37;37;37;37;37;27;27;27;27;27;27;52;72;72;62;62;62;62;42;42;42;37;42;42;-;-;-;-;-;-;-;-;-
"351060 CARAPICUIBA";-;3;3;3;3;3;-;-;-;-;-;-;20;20;20;20;20;20;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351080 CASA BRANCA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;30;30;30;30;30;30;30;-;-;-;-;-;-;-;-;-
"351110 CATANDUVA";20;20;20;20;34;36;36;36;30;30;30;40;68;68;68;68;68;60;60;60;60;60;25;25;15;15;10;-;-;-;-;-;-
"351200 COLINA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-
"351280 COSMOPOLIS";-;5;5;3;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-
"351300 COTIA";-;16;16;17;20;20;20;20;20;20;20;20;30;30;30;30;30;30;30;20;20;20;20;20;-;-;-;-;-;-;-;-;-
"351340 CRUZEIRO";-;-;10;10;10;-;-;10;10;10;10;16;26;26;28;28;28;28;28;28;28;28;28;28;28;28;28;28;-;-;-;-;-
"351350 CUBATAO";10;10;24;24;24;20;24;24;24;24;24;24;18;18;18;18;18;14;14;14;14;14;8;8;8;8;8;-;-;-;-;-;-
"351380 DIADEMA";-;20;20;20;20;20;20;20;20;20;20;20;50;50;50;50;50;50;50;40;30;30;20;20;20;20;10;-;-;-;-;-;-
"351440 DRACENA";-;10;10;-;-;10;10;10;10;10;10;10;20;20;20;20;20;20;20;20;20;20;20;10;10;-;-;-;-;-;-;-;-
"351500 EMBU DAS ARTES";-;5;5;5;5;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-
"351518 ESPIRITO SANTO DO PINHAL";10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-;-;-
"351550 FERNANDOPOLIS";4;6;6;6;6;10;10;10;10;10;10;16;19;19;19;19;19;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-
"351570 FERRAZ DE VASCONCELOS";-;10;10;10;10;16;16;16;16;16;16;16;26;26;26;26;26;26;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351620 FRANCA";-;10;10;10;17;27;27;27;27;30;30;45;30;59;59;75;75;75;53;53;53;53;13;13;13;13;-;-;-;-;-;-;-
"351630 FRANCISCO MORATO";-;-;-;-;-;-;-;-;-;-;-;10;10;15;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-;-
"351640 FRANCO DA ROCHA";-;17;27;33;33;33;33;33;33;33;33;27;47;47;47;47;47;47;47;47;47;37;37;37;27;27;27;-;-;-;-;-;-
"351670 GARCA";-;-;-;-;-;-;-;-;-;-;6;6;6;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"351740 GUAIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"351830 GUARAREMA";-;2;2;2;2;2;2;2;2;2;2;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351840 GUARATINGUETA";-;18;18;18;18;37;37;37;37;37;37;37;47;47;47;47;47;47;38;38;38;38;38;38;12;12;12;12;-;-;-;-;-
"351870 GUARUJA";-;-;30;30;30;40;40;40;40;30;40;40;40;40;40;40;40;50;50;40;40;40;10;10;-;-;-;-;-;-;-;-;-
"351880 GUARULHOS";13;56;100;143;120;120;120;120;99;84;114;138;175;166;159;159;150;150;150;93;53;53;36;14;14;14;2;-;-;-;-;-;-
"351907 HORTOLANDIA";-;20;20;20;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"351930 IBATE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351960 IBITINGA";-;-;-;-;-;-;-;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-
"352010 IGARAPAVA";-;-;-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"352040 ILHABELA";6;6;6;6;6;6;6;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;-;-;-;-;-;-;-;-;-
"352044 ILHA SOLTEIRA";-;10;10;10;10;10;10;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;-;-;-;-;-;-
"352050 INDAIATUBA";-;-;18;24;24;24;24;24;24;24;24;24;24;24;38;50;38;38;38;38;14;14;14;14;2;2;2;-;-;-;-;-;-
"352130 IPUA";-;-;-;-;-;10;10;10;10;10;15;15;16;16;16;16;16;16;16;16;16;16;16;11;11;11;-;-;-;-;-;-;-
"352210 ITANHAEM";10;10;20;20;20;20;20;20;20;20;10;10;20;20;20;20;20;20;20;20;20;8;8;8;-;-;-;-;-;-;-;-;-
"352220 ITAPECERICA DA SERRA";-;17;17;17;17;17;17;9;9;9;9;9;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352230 ITAPETININGA";-;6;6;6;6;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-
"352240 ITAPEVA";-;-;-;-;-;-;5;5;5;5;5;12;12;12;15;15;15;15;15;15;15;15;15;15;-;-;-;-;-;-;-;-;-
"352250 ITAPEVI";-;15;15;15;15;15;15;15;15;10;10;15;20;20;20;20;20;20;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352260 ITAPIRA";-;18;18;20;20;20;20;20;20;20;15;15;15;15;16;16;16;16;16;10;10;10;10;10;10;10;-;-;-;-;-;-;-
"352270 ITAPOLIS";-;-;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-;-;-;-
"352310 ITAQUAQUECETUBA";-;10;22;22;22;22;22;22;22;22;22;22;20;20;20;20;20;20;20;20;20;20;20;-;-;-;-;-;-;-;-;-;-
"352340 ITATIBA";-;-;-;-;-;-;-;-;-;-;-;10;25;25;22;22;22;22;22;22;22;22;22;22;22;22;22;-;-;-;-;-;-
"352390 ITU";-;-;-;-;6;6;6;6;6;16;16;16;16;16;16;16;16;16;16;16;10;10;10;10;10;-;-;-;-;-;-;-;-
"352400 ITUPEVA";-;15;-;-;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-;-;-;-
"352410 ITUVERAVA";-;-;-;-;13;13;13;13;13;13;13;13;15;20;20;20;15;15;15;15;15;15;15;15;15;15;15;-;-;-;-;-;-
"352430 JABOTICABAL";2;5;5;10;10;10;10;10;10;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;-;-;-;-;-;-;-;-;-
"352440 JACAREI";-;-;-;-;16;17;16;16;10;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;-;-;-;-;-;-;-;-;-
"352450 JACI";-;-;-;-;10;10;10;10;10;-;-;-;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352470 JAGUARIUNA";-;6;6;6;18;12;8;8;8;8;8;15;15;15;15;25;25;25;25;25;25;25;25;25;15;15;15;15;-;-;-;-;-
"352480 JALES";6;4;4;5;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-
"352530 JAU";-;10;10;10;10;10;10;10;10;10;10;19;19;37;47;47;47;47;47;47;47;47;23;23;14;14;-;-;-;-;-;-;-
"352590 JUNDIAI";-;46;46;46;46;69;69;69;69;5;5;5;34;72;51;72;52;72;30;30;29;29;29;10;-;-;-;-;-;-;-;-;-
"352620 JUQUITIBA";-;2;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"352640 LARANJAL PAULISTA";-;-;-;-;10;10;10;10;10;10;10;15;15;15;15;15;15;15;15;15;15;15;15;15;15;-;-;-;-;-;-;-;-
"352670 LEME";-;-;5;5;10;10;10;10;10;10;10;10;20;20;20;20;20;20;20;20;20;20;10;20;20;20;20;-;-;-;-;-;-
"352680 LENCOIS PAULISTA";-;-;-;-;10;10;10;10;10;10;10;10;15;15;15;15;15;15;15;15;10;10;10;10;10;10;-;-;-;-;-;-;-
"352690 LIMEIRA";15;16;15;27;31;31;31;31;31;31;33;33;33;45;45;54;54;54;36;36;36;36;26;26;12;12;2;-;-;-;-;-;-
"352710 LINS";-;2;2;2;2;2;5;5;5;5;5;5;5;5;15;15;15;15;15;15;15;15;15;15;15;15;15;-;-;-;-;-;-
"352720 LORENA";-;3;13;13;13;13;13;13;13;13;18;23;23;24;24;23;23;23;23;25;25;25;25;17;17;17;17;7;7;-;-;-;-
"352730 LOUVEIRA";-;-;3;3;3;3;3;-;-;-;5;5;12;12;12;12;12;12;12;11;11;11;11;11;11;11;-;-;-;-;-;-;-
"352850 MAIRIPORA";-;-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-
"352900 MARILIA";-;49;49;54;57;57;57;57;57;57;73;73;73;87;97;97;97;97;97;95;95;95;95;79;35;35;35;-;-;-;-;-;-
"352930 MATAO";-;5;5;5;8;8;8;8;8;8;8;8;8;13;13;13;18;18;18;18;18;5;5;5;-;-;-;-;-;-;-;-;-
"352940 MAUA";-;-;-;-;-;-;-;16;16;16;16;30;30;50;62;62;72;72;62;62;62;62;62;62;62;62;62;-;-;-;-;-;-
"353010 MIRANDOPOLIS";-;-;-;5;5;-;-;-;-;-;-;10;10;10;10;18;18;10;10;10;-;-;4;4;4;4;4;-;-;-;-;-;-
"353050 MOCOCA";-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-
"353060 MOGI DAS CRUZES";-;28;56;56;56;56;56;56;56;52;52;52;134;134;134;134;145;134;134;96;96;73;73;73;30;10;10;-;-;-;-;-;-
"353070 MOGI GUACU";-;10;10;20;20;20;20;20;20;20;20;20;25;30;37;37;47;37;37;37;37;27;27;27;27;14;14;14;14;-;-;-;-
"353080 MOGI MIRIM";-;2;-;10;10;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;-;-;-;-;-;-;-;-
"353130 MONTE ALTO";5;5;7;10;10;10;10;10;10;10;10;16;16;16;16;16;16;16;16;16;16;16;16;16;14;14;14;-;-;-;-;-;-
"353190 MORRO AGUDO";-;-;-;-;-;3;3;3;3;3;3;3;3;5;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-
"353350 NOVO HORIZONTE";-;6;6;9;9;19;19;19;6;6;6;6;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-
"353390 OLIMPIA";-;-;5;10;10;10;15;15;15;10;10;15;15;15;15;15;15;15;15;15;10;5;5;5;-;-;-;-;-;-;-;-;-
"353440 OSASCO";30;60;80;82;62;62;62;62;62;32;32;46;86;86;86;106;106;106;105;64;61;20;20;20;10;10;10;-;-;-;-;-;-
"353460 OSVALDO CRUZ";-;6;6;9;9;6;6;6;6;6;6;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"353470 OURINHOS";-;10;10;10;10;10;10;10;10;10;15;20;20;20;20;20;20;20;20;20;20;20;10;10;-;-;-;-;-;-;-;-;-
"353550 PARAGUACU PAULISTA";-;5;5;5;5;5;5;5;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"353580 PARANAPANEMA";-;7;7;7;7;7;7;7;7;7;7;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"353620 PARIQUERA-ACU";-;-;10;10;-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-
"353650 PAULINIA";-;-;10;10;10;10;10;10;10;10;10;10;10;10;14;14;14;14;14;14;14;14;14;14;14;14;14;-;-;-;-;-;-
"353670 PEDERNEIRAS";-;8;8;8;8;8;8;8;8;8;5;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;-;-;-;-;-;-;-
